ID,NPGS site,Type of site,variable,emission,year,value
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp370,2041-2060,9.175000190734863
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp585,2041-2060,9.408332824707031
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp126,2061-2080,8.941666603088379
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp245,2061-2080,9.5
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp370,2061-2080,10.333333015441895
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp585,2061-2080,10.933333396911621
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp126,2081-2100,9.050000190734863
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp245,2081-2100,10.066666603088379
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp370,2081-2100,11.675000190734863
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp585,2081-2100,12.816666603088379
12,"Stuttgart, Arkansas",Genetic stock collection,prec,historic,1970-2000,106.08333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,historic,1970-2000,22.29199981689453
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,historic,1970-2000,10.89133358001709
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp126,2021-2040,109.08333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp245,2021-2040,108.5
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp370,2021-2040,109.75
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp585,2021-2040,110.41666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp126,2041-2060,109.75
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp245,2041-2060,113.5
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp370,2041-2060,109.66666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp585,2041-2060,111.33333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp126,2061-2080,113.83333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp245,2061-2080,110.33333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp370,2061-2080,114.25
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp585,2061-2080,115.83333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp126,2081-2100,110.41666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp245,2081-2100,112.33333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp370,2081-2100,116.08333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,prec,ssp585,2081-2100,114.58333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp126,2021-2040,24.683332443237305
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp245,2021-2040,24.5
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp370,2021-2040,24.59166717529297
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp585,2021-2040,24.766666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp126,2041-2060,25.308332443237305
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp245,2041-2060,25.46666717529297
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp370,2041-2060,25.774999618530273
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp585,2041-2060,25.899999618530273
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp126,2061-2080,25.516666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp245,2061-2080,26.141666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp370,2061-2080,26.850000381469727
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp585,2061-2080,27.45833396911621
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp126,2081-2100,25.566667556762695
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp245,2081-2100,26.625
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp370,2081-2100,28.15833282470703
12,"Stuttgart, Arkansas",Genetic stock collection,tmax,ssp585,2081-2100,29.33333396911621
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp126,2021-2040,12.766666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp245,2021-2040,12.675000190734863
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp370,2021-2040,12.800000190734863
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp585,2021-2040,12.933333396911621
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp126,2041-2060,13.258333206176758
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp245,2041-2060,13.591667175292969
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp370,2041-2060,13.841667175292969
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp585,2041-2060,13.941666603088379
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp126,2061-2080,13.550000190734863
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp245,2061-2080,14.141666412353516
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp370,2061-2080,14.858333587646484
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp585,2061-2080,15.324999809265137
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp126,2081-2100,13.491666793823242
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp245,2081-2100,14.558333396911621
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp370,2081-2100,16.075000762939453
12,"Stuttgart, Arkansas",Genetic stock collection,tmin,ssp585,2081-2100,17
13,Columbus,Crop collection,prec,historic,1970-2000,79.66666412353516
13,Columbus,Crop collection,tmax,historic,1970-2000,17.34666633605957
13,Columbus,Crop collection,tmin,historic,1970-2000,5.706666469573975
13,Columbus,Crop collection,prec,ssp126,2021-2040,83.25
13,Columbus,Crop collection,prec,ssp245,2021-2040,80.25
13,Columbus,Crop collection,prec,ssp370,2021-2040,80.91666412353516
13,Columbus,Crop collection,prec,ssp585,2021-2040,81.75
13,Columbus,Crop collection,prec,ssp126,2041-2060,83.25
13,Columbus,Crop collection,prec,ssp245,2041-2060,83.83333587646484
13,Columbus,Crop collection,prec,ssp370,2041-2060,82.16666412353516
13,Columbus,Crop collection,prec,ssp585,2041-2060,82.16666412353516
13,Columbus,Crop collection,prec,ssp126,2061-2080,84.33333587646484
13,Columbus,Crop collection,prec,ssp245,2061-2080,84.5
13,Columbus,Crop collection,prec,ssp370,2061-2080,82.91666412353516
13,Columbus,Crop collection,prec,ssp585,2061-2080,83.5
13,Columbus,Crop collection,prec,ssp126,2081-2100,83.08333587646484
13,Columbus,Crop collection,prec,ssp245,2081-2100,83.5
13,Columbus,Crop collection,prec,ssp370,2081-2100,85.66666412353516
13,Columbus,Crop collection,prec,ssp585,2081-2100,84.16666412353516
13,Columbus,Crop collection,tmax,ssp126,2021-2040,19.808332443237305
13,Columbus,Crop collection,tmax,ssp245,2021-2040,19.66666603088379
13,Columbus,Crop collection,tmax,ssp370,2021-2040,19.774999618530273
13,Columbus,Crop collection,tmax,ssp585,2021-2040,20.016666412353516
13,Columbus,Crop collection,tmax,ssp126,2041-2060,20.441667556762695
13,Columbus,Crop collection,tmax,ssp245,2041-2060,20.733333587646484
13,Columbus,Crop collection,tmax,ssp370,2041-2060,21.108333587646484
13,Columbus,Crop collection,tmax,ssp585,2041-2060,21.366666793823242
13,Columbus,Crop collection,tmax,ssp126,2061-2080,20.875
13,Columbus,Crop collection,tmax,ssp245,2061-2080,21.383333206176758
13,Columbus,Crop collection,tmax,ssp370,2061-2080,22.28333282470703
13,Columbus,Crop collection,tmax,ssp585,2061-2080,23.008333206176758
13,Columbus,Crop collection,tmax,ssp126,2081-2100,20.91666603088379
13,Columbus,Crop collection,tmax,ssp245,2081-2100,22.05000114440918
13,Columbus,Crop collection,tmax,ssp370,2081-2100,23.733333587646484
13,Columbus,Crop collection,tmax,ssp585,2081-2100,25.03333282470703
13,Columbus,Crop collection,tmin,ssp126,2021-2040,7.858333110809326
13,Columbus,Crop collection,tmin,ssp245,2021-2040,7.741666793823242
13,Columbus,Crop collection,tmin,ssp370,2021-2040,7.858333587646484
13,Columbus,Crop collection,tmin,ssp585,2021-2040,8.091667175292969
13,Columbus,Crop collection,tmin,ssp126,2041-2060,8.491666793823242
13,Columbus,Crop collection,tmin,ssp245,2041-2060,8.800000190734863
13,Columbus,Crop collection,tmin,ssp370,2041-2060,9.116666793823242
13,Columbus,Crop collection,tmin,ssp585,2041-2060,9.324999809265137
13,Columbus,Crop collection,tmin,ssp126,2061-2080,8.908333778381348
13,Columbus,Crop collection,tmin,ssp245,2061-2080,9.441666603088379
13,Columbus,Crop collection,tmin,ssp370,2061-2080,10.208333015441895
13,Columbus,Crop collection,tmin,ssp585,2061-2080,10.816666603088379
13,Columbus,Crop collection,tmin,ssp126,2081-2100,8.949999809265137
13,Columbus,Crop collection,tmin,ssp245,2081-2100,9.983333587646484
13,Columbus,Crop collection,tmin,ssp370,2081-2100,11.591667175292969
13,Columbus,Crop collection,tmin,ssp585,2081-2100,12.675000190734863
14,Sturgeon Bay,Crop collection,prec,historic,1970-2000,65.58333587646484
14,Sturgeon Bay,Crop collection,tmax,historic,1970-2000,11.545999526977539
14,Sturgeon Bay,Crop collection,tmin,historic,1970-2000,1.71833336353302
14,Sturgeon Bay,Crop collection,prec,ssp126,2021-2040,67.83333587646484
14,Sturgeon Bay,Crop collection,prec,ssp245,2021-2040,66.66666412353516
14,Sturgeon Bay,Crop collection,prec,ssp370,2021-2040,66.08333587646484
14,Sturgeon Bay,Crop collection,prec,ssp585,2021-2040,66.41666412353516
14,Sturgeon Bay,Crop collection,prec,ssp126,2041-2060,66.91666412353516
14,Sturgeon Bay,Crop collection,prec,ssp245,2041-2060,67.83333587646484
14,Sturgeon Bay,Crop collection,prec,ssp370,2041-2060,67.08333587646484
14,Sturgeon Bay,Crop collection,prec,ssp585,2041-2060,66.58333587646484
14,Sturgeon Bay,Crop collection,prec,ssp126,2061-2080,67.91666412353516
14,Sturgeon Bay,Crop collection,prec,ssp245,2061-2080,66.75
14,Sturgeon Bay,Crop collection,prec,ssp370,2061-2080,66.75
14,Sturgeon Bay,Crop collection,prec,ssp585,2061-2080,66.41666412353516
14,Sturgeon Bay,Crop collection,prec,ssp126,2081-2100,67.41666412353516
14,Sturgeon Bay,Crop collection,prec,ssp245,2081-2100,67.66666412353516
14,Sturgeon Bay,Crop collection,prec,ssp370,2081-2100,68.75
14,Sturgeon Bay,Crop collection,prec,ssp585,2081-2100,68
14,Sturgeon Bay,Crop collection,tmax,ssp126,2021-2040,14.274999618530273
14,Sturgeon Bay,Crop collection,tmax,ssp245,2021-2040,14.191666603088379
14,Sturgeon Bay,Crop collection,tmax,ssp370,2021-2040,14.233333587646484
14,Sturgeon Bay,Crop collection,tmax,ssp585,2021-2040,14.558333396911621
14,Sturgeon Bay,Crop collection,tmax,ssp126,2041-2060,15.033333778381348
14,Sturgeon Bay,Crop collection,tmax,ssp245,2041-2060,15.300000190734863
14,Sturgeon Bay,Crop collection,tmax,ssp370,2041-2060,15.608333587646484
14,Sturgeon Bay,Crop collection,tmax,ssp585,2041-2060,16.04166603088379
14,Sturgeon Bay,Crop collection,tmax,ssp126,2061-2080,15.541666984558105
14,Sturgeon Bay,Crop collection,tmax,ssp245,2061-2080,16.16666603088379
14,Sturgeon Bay,Crop collection,tmax,ssp370,2061-2080,17.09166717529297
14,Sturgeon Bay,Crop collection,tmax,ssp585,2061-2080,17.891666412353516
14,Sturgeon Bay,Crop collection,tmax,ssp126,2081-2100,15.625
14,Sturgeon Bay,Crop collection,tmax,ssp245,2081-2100,16.766666412353516
14,Sturgeon Bay,Crop collection,tmax,ssp370,2081-2100,18.674999237060547
14,Sturgeon Bay,Crop collection,tmax,ssp585,2081-2100,20.100000381469727
14,Sturgeon Bay,Crop collection,tmin,ssp126,2021-2040,4.2166666984558105
14,Sturgeon Bay,Crop collection,tmin,ssp245,2021-2040,4.125
14,Sturgeon Bay,Crop collection,tmin,ssp370,2021-2040,4.141666412353516
14,Sturgeon Bay,Crop collection,tmin,ssp585,2021-2040,4.491666793823242
14,Sturgeon Bay,Crop collection,tmin,ssp126,2041-2060,4.933333396911621
14,Sturgeon Bay,Crop collection,tmin,ssp245,2041-2060,5.25
14,Sturgeon Bay,Crop collection,tmin,ssp370,2041-2060,5.5916666984558105
14,Sturgeon Bay,Crop collection,tmin,ssp585,2041-2060,5.9083333015441895
14,Sturgeon Bay,Crop collection,tmin,ssp126,2061-2080,5.441666603088379
14,Sturgeon Bay,Crop collection,tmin,ssp245,2061-2080,6.133333206176758
14,Sturgeon Bay,Crop collection,tmin,ssp370,2061-2080,6.949999809265137
14,Sturgeon Bay,Crop collection,tmin,ssp585,2061-2080,7.791666507720947
14,Sturgeon Bay,Crop collection,tmin,ssp126,2081-2100,5.525000095367432
14,Sturgeon Bay,Crop collection,tmin,ssp245,2081-2100,6.733333587646484
14,Sturgeon Bay,Crop collection,tmin,ssp370,2081-2100,8.600000381469727
14,Sturgeon Bay,Crop collection,tmin,ssp585,2081-2100,9.983333587646484
15,Griffin,Plant Introduction Station,prec,historic,1970-2000,108
15,Griffin,Plant Introduction Station,tmax,historic,1970-2000,22.86566734313965
15,Griffin,Plant Introduction Station,tmin,historic,1970-2000,10.264666557312012
15,Griffin,Plant Introduction Station,prec,ssp126,2021-2040,114.33333587646484
15,Griffin,Plant Introduction Station,prec,ssp245,2021-2040,115.33333587646484
15,Griffin,Plant Introduction Station,prec,ssp370,2021-2040,114.33333587646484
15,Griffin,Plant Introduction Station,prec,ssp585,2021-2040,112.58333587646484
15,Griffin,Plant Introduction Station,prec,ssp126,2041-2060,116.66666412353516
15,Griffin,Plant Introduction Station,prec,ssp245,2041-2060,117.66666412353516
15,Griffin,Plant Introduction Station,prec,ssp370,2041-2060,115.08333587646484
15,Griffin,Plant Introduction Station,prec,ssp585,2041-2060,117.16666412353516
15,Griffin,Plant Introduction Station,prec,ssp126,2061-2080,118.33333587646484
15,Griffin,Plant Introduction Station,prec,ssp245,2061-2080,119.91666412353516
15,Griffin,Plant Introduction Station,prec,ssp370,2061-2080,123.83333587646484
15,Griffin,Plant Introduction Station,prec,ssp585,2061-2080,122
15,Griffin,Plant Introduction Station,prec,ssp126,2081-2100,117.75
15,Griffin,Plant Introduction Station,prec,ssp245,2081-2100,121.91666412353516
15,Griffin,Plant Introduction Station,prec,ssp370,2081-2100,123.5
15,Griffin,Plant Introduction Station,prec,ssp585,2081-2100,125.5
15,Griffin,Plant Introduction Station,tmax,ssp126,2021-2040,24.950000762939453
15,Griffin,Plant Introduction Station,tmax,ssp245,2021-2040,24.741666793823242
15,Griffin,Plant Introduction Station,tmax,ssp370,2021-2040,24.924999237060547
15,Griffin,Plant Introduction Station,tmax,ssp585,2021-2040,25.125
15,Griffin,Plant Introduction Station,tmax,ssp126,2041-2060,25.508333206176758
15,Griffin,Plant Introduction Station,tmax,ssp245,2041-2060,25.758333206176758
15,Griffin,Plant Introduction Station,tmax,ssp370,2041-2060,26.09166717529297
15,Griffin,Plant Introduction Station,tmax,ssp585,2041-2060,26.17500114440918
15,Griffin,Plant Introduction Station,tmax,ssp126,2061-2080,25.75
15,Griffin,Plant Introduction Station,tmax,ssp245,2061-2080,26.308334350585938
15,Griffin,Plant Introduction Station,tmax,ssp370,2061-2080,27.016666412353516
15,Griffin,Plant Introduction Station,tmax,ssp585,2061-2080,27.66666603088379
15,Griffin,Plant Introduction Station,tmax,ssp126,2081-2100,25.700000762939453
15,Griffin,Plant Introduction Station,tmax,ssp245,2081-2100,26.766666412353516
15,Griffin,Plant Introduction Station,tmax,ssp370,2081-2100,28.366666793823242
15,Griffin,Plant Introduction Station,tmax,ssp585,2081-2100,29.441667556762695
15,Griffin,Plant Introduction Station,tmin,ssp126,2021-2040,12.074999809265137
15,Griffin,Plant Introduction Station,tmin,ssp245,2021-2040,11.966667175292969
15,Griffin,Plant Introduction Station,tmin,ssp370,2021-2040,12.108333587646484
15,Griffin,Plant Introduction Station,tmin,ssp585,2021-2040,12.266666412353516
15,Griffin,Plant Introduction Station,tmin,ssp126,2041-2060,12.566666603088379
15,Griffin,Plant Introduction Station,tmin,ssp245,2041-2060,12.925000190734863
15,Griffin,Plant Introduction Station,tmin,ssp370,2041-2060,13.158332824707031
15,Griffin,Plant Introduction Station,tmin,ssp585,2041-2060,13.274999618530273
15,Griffin,Plant Introduction Station,tmin,ssp126,2061-2080,12.808333396911621
15,Griffin,Plant Introduction Station,tmin,ssp245,2061-2080,13.425000190734863
15,Griffin,Plant Introduction Station,tmin,ssp370,2061-2080,14.175000190734863
15,Griffin,Plant Introduction Station,tmin,ssp585,2061-2080,14.675000190734863
15,Griffin,Plant Introduction Station,tmin,ssp126,2081-2100,12.716666221618652
15,Griffin,Plant Introduction Station,tmin,ssp245,2081-2100,13.816666603088379
15,Griffin,Plant Introduction Station,tmin,ssp370,2081-2100,15.375
15,Griffin,Plant Introduction Station,tmin,ssp585,2081-2100,16.266666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,historic,1970-2000,74.5
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,historic,1970-2000,13.722000122070313
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,historic,1970-2000,3.424333333969116
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp126,2021-2040,79.08333587646484
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp245,2021-2040,77.16666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp370,2021-2040,77.75
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp585,2021-2040,77.66666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp126,2041-2060,79.83333587646484
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp245,2041-2060,80.25
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp370,2041-2060,79.33333587646484
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp585,2041-2060,78.33333587646484
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp126,2061-2080,79.41666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp245,2061-2080,79.33333587646484
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp370,2061-2080,78
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp585,2061-2080,79.75
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp126,2081-2100,80.75
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp245,2081-2100,81.41666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp370,2081-2100,81
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",prec,ssp585,2081-2100,81.16666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp126,2021-2040,16.29166603088379
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp245,2021-2040,16.21666717529297
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp370,2021-2040,16.241666793823242
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp585,2021-2040,16.566667556762695
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp126,2041-2060,16.975000381469727
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp245,2041-2060,17.28333282470703
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp370,2041-2060,17.625
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp585,2041-2060,17.983333587646484
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp126,2061-2080,17.54166603088379
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp245,2061-2080,18.08333396911621
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp370,2061-2080,18.899999618530273
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp585,2061-2080,19.758333206176758
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp126,2081-2100,17.616666793823242
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp245,2081-2100,18.700000762939453
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp370,2081-2100,20.46666717529297
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmax,ssp585,2081-2100,21.84166717529297
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp126,2021-2040,5.799999713897705
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp245,2021-2040,5.758333206176758
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp370,2021-2040,5.75
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp585,2021-2040,6.0333333015441895
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp126,2041-2060,6.516666889190674
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp245,2041-2060,6.816666603088379
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp370,2041-2060,7.141666412353516
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp585,2041-2060,7.425000190734863
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp126,2061-2080,7.058333396911621
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp245,2061-2080,7.666666507720947
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp370,2061-2080,8.324999809265137
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp585,2061-2080,9.149999618530273
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp126,2081-2100,7.200000286102295
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp245,2081-2100,8.274999618530273
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp370,2081-2100,9.933333396911621
16,Geneva,"Plant Introduction Station, National Clonal Germplasm Repository",tmin,ssp585,2081-2100,11.133333206176758
17,Beltsville,National Germplasm Resources Laboratory,prec,historic,1970-2000,93
17,Beltsville,National Germplasm Resources Laboratory,tmax,historic,1970-2000,19.11199951171875
17,Beltsville,National Germplasm Resources Laboratory,tmin,historic,1970-2000,7.372666358947754
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp126,2021-2040,97.25
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp245,2021-2040,97.91666412353516
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp370,2021-2040,95.58333587646484
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp585,2021-2040,95.75
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp126,2041-2060,100.08333587646484
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp245,2041-2060,99.08333587646484
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp370,2041-2060,97
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp585,2041-2060,99.25
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp126,2061-2080,100.58333587646484
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp245,2061-2080,99.5
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp370,2061-2080,99.91666412353516
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp585,2061-2080,102.75
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp126,2081-2100,100.91666412353516
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp245,2081-2100,103.5
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp370,2081-2100,104.25
17,Beltsville,National Germplasm Resources Laboratory,prec,ssp585,2081-2100,104.66666412353516
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp126,2021-2040,21.41666603088379
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp245,2021-2040,21.225000381469727
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp370,2021-2040,21.366666793823242
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp585,2021-2040,21.58333396911621
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp126,2041-2060,21.983333587646484
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp245,2041-2060,22.28333282470703
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp370,2041-2060,22.66666603088379
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp585,2041-2060,22.883333206176758
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp126,2061-2080,22.391666412353516
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp245,2061-2080,22.899999618530273
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp370,2061-2080,23.725000381469727
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp585,2061-2080,24.441667556762695
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp126,2081-2100,22.40833282470703
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp245,2081-2100,23.475000381469727
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp370,2081-2100,25.183334350585938
17,Beltsville,National Germplasm Resources Laboratory,tmax,ssp585,2081-2100,26.433332443237305
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp126,2021-2040,9.466667175292969
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp245,2021-2040,9.350000381469727
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp370,2021-2040,9.449999809265137
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp585,2021-2040,9.625
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp126,2041-2060,10.050000190734863
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp245,2041-2060,10.350000381469727
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp370,2041-2060,10.675000190734863
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp585,2041-2060,10.858333587646484
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp126,2061-2080,10.466667175292969
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp245,2061-2080,10.991666793823242
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp370,2061-2080,11.675000190734863
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp585,2061-2080,12.308333396911621
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp126,2081-2100,10.516666412353516
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp245,2081-2100,11.508333206176758
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp370,2081-2100,13.074999809265137
17,Beltsville,National Germplasm Resources Laboratory,tmin,ssp585,2081-2100,14.116666793823242
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,historic,1970-2000,88.5
18,"Washington, D.C.",National Clonal Germplasm Repository,tmax,historic,1970-2000,19.64466667175293
18,"Washington, D.C.",National Clonal Germplasm Repository,tmin,historic,1970-2000,8.050000190734863
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp126,2021-2040,92.41666412353516
18,"Washington, D.C.",National Clonal Germplasm Repository,prec,ssp245,2021-2040,93.25
